,Date,US dollar
2238,1978-03-07,5.076
2239,1978-03-06,5.001
2240,1978-03-03,5.004
2241,1978-03-02,4.985
2242,1978-03-01,5.007
2243,1978-02-28,4.969
2244,1978-02-27,4.951
2245,1978-02-24,5.03
2246,1978-02-23,5.036
2247,1978-02-22,5.034
2248,1978-02-21,5.041
2249,1978-02-20,5.052
2250,1978-02-17,5.02
2251,1978-02-16,4.996
2252,1978-02-15,4.946
2253,1978-02-14,4.953
2254,1978-02-13,4.931
2255,1978-02-10,4.896
2256,1978-02-09,4.851
2257,1978-02-08,4.883
2258,1978-02-07,4.905
2259,1978-02-06,4.918
2260,1978-02-03,4.901
2261,1978-02-02,4.937
2262,1978-02-01,5
2263,1978-01-31,4.95
2264,1978-01-30,4.956
2265,1978-01-27,4.993
2266,1978-01-26,4.996
2267,1978-01-25,5.024
2268,1978-01-24,5.052
2269,1978-01-23,4.937
2270,1978-01-20,4.922
2271,1978-01-19,4.925
2272,1978-01-18,4.926
2273,1978-01-17,4.968
2274,1978-01-16,4.99
2275,1978-01-13,4.915
2276,1978-01-12,4.977
2277,1978-01-11,4.942
2278,1978-01-10,4.964
2279,1978-01-09,4.866
2280,1978-01-06,4.861
2281,1978-01-05,4.818
2282,1978-01-04,4.97
2283,1978-01-03,4.87
2284,1979-12-31,32.2
2285,1979-12-28,27.85
2286,1979-12-27,27.51
2287,1979-12-24,24.6
2288,1979-12-21,23.44
2289,1979-12-20,23.5
2290,1979-12-19,23.87
2291,1979-12-18,23.206
2292,1979-12-17,21.6
2293,1979-12-14,20.9
2294,1979-12-13,20.518
2295,1979-12-12,20.14
2296,1979-12-11,19.85
2297,1979-12-10,19.009
2298,1979-12-07,19.105
2299,1979-12-06,19.58
2300,1979-12-05,19.1
2301,1979-12-04,19.515
2302,1979-12-03,19.88
2303,1979-11-30,19
2304,1979-11-29,18.66
2305,1979-11-28,17.97
2306,1979-11-27,16.712
2307,1979-11-26,16.28
2308,1979-11-23,16.08
2309,1979-11-22,16.19
2310,1979-11-21,16.45
2311,1979-11-20,16.23
2312,1979-11-19,16.38
2313,1979-11-16,16.2
2314,1979-11-15,16.1
2315,1979-11-14,16.06
2316,1979-11-13,16.21
2317,1979-11-12,16.45
2318,1979-11-09,16.405
2319,1979-11-08,16.4
2320,1979-11-07,16.74
2321,1979-11-06,16.53
2322,1979-11-05,16.2
2323,1979-11-02,16.015
2324,1979-11-01,16.32
2325,1979-10-31,16.6
2326,1979-10-30,16.011
2327,1979-10-29,15.792
2328,1979-10-26,16.49
2329,1979-10-25,17.122
2330,1979-10-24,17.21
2331,1979-10-23,17.016
2332,1979-10-22,17.45
2333,1979-10-19,17.313
2334,1979-10-18,16.21
2335,1979-10-17,16.8
2336,1979-10-16,17.464
2337,1979-10-15,17.74
2338,1979-10-12,16.975
2339,1979-10-11,16.745
2340,1979-10-10,16.9
2341,1979-10-09,16.2
2342,1979-10-08,15.3
2343,1979-10-05,15.3
2344,1979-10-04,14.9
2345,1979-10-03,17
2346,1979-10-02,18.1
2347,1979-10-01,17.09
2348,1979-09-28,16.25
2349,1979-09-27,16.31
2350,1979-09-26,14.72
2351,1979-09-25,14.75
2352,1979-09-24,16
2353,1979-09-21,14.039
2354,1979-09-20,16.5
2355,1979-09-19,15.48
2356,1979-09-18,18.303
2357,1979-09-17,13.4
2358,1979-09-14,13
2359,1979-09-13,11.941
2360,1979-09-12,12.285
2361,1979-09-11,12.21
2362,1979-09-10,12.2
2363,1979-09-07,11.722
2364,1979-09-06,12.548
2365,1979-09-05,11.48
2366,1979-09-04,10.948
2367,1979-09-03,10.905
2368,1979-08-31,10.32
2369,1979-08-30,10.386
2370,1979-08-29,10.082
2371,1979-08-28,9.949
2372,1979-08-24,9.756
2373,1979-08-23,9.496
2374,1979-08-22,9.514
2375,1979-08-21,9.159
2376,1979-08-20,9.149
2377,1979-08-17,9.247
2378,1979-08-16,9.065
2379,1979-08-15,9.088
2380,1979-08-14,8.837
2381,1979-08-13,9.089
2382,1979-08-10,9.131
2383,1979-08-09,9.006
2384,1979-08-08,8.795
2385,1979-08-07,8.782
2386,1979-08-06,8.86
2387,1979-08-03,9.002
2388,1979-08-02,9.125
2389,1979-08-01,9.095
2390,1979-07-31,9.083
2391,1979-07-30,9.332
2392,1979-07-27,9.501
2393,1979-07-26,9.485
2394,1979-07-25,9.365
2395,1979-07-24,9.582
2396,1979-07-23,9.561
2397,1979-07-20,9.303
2398,1979-07-19,9.352
2399,1979-07-18,9.564
2400,1979-07-17,9.401
2401,1979-07-16,9.069
2402,1979-07-13,8.922
2403,1979-07-12,9.185
2404,1979-07-11,9.12
2405,1979-07-10,9.042
2406,1979-07-09,8.892
2407,1979-07-06,8.931
2408,1979-07-05,8.838
2409,1979-07-04,8.745
2410,1979-07-03,8.602
2411,1979-07-02,8.697
2412,1979-06-29,8.536
2413,1979-06-28,8.528
2414,1979-06-27,8.632
2415,1979-06-26,8.639
2416,1979-06-25,8.823
2417,1979-06-22,8.755
2418,1979-06-21,8.673
2419,1979-06-20,8.65
2420,1979-06-19,8.45
2421,1979-06-18,8.481
2422,1979-06-15,8.48
2423,1979-06-14,8.42
2424,1979-06-13,8.294
2425,1979-06-12,8.448
2426,1979-06-11,8.624
2427,1979-06-08,8.491
2428,1979-06-07,8.446
2429,1979-06-06,8.638
2430,1979-06-05,8.494
2431,1979-06-04,8.43
2432,1979-06-01,8.634
2433,1979-05-31,8.772
2434,1979-05-30,8.67
2435,1979-05-29,8.946
2436,1979-05-25,8.741
2437,1979-05-24,8.588
2438,1979-05-23,8.6
2439,1979-05-22,8.54
2440,1979-05-21,8.431
2441,1979-05-18,8.331
2442,1979-05-17,8.39
2443,1979-05-16,8.425
2444,1979-05-15,8.468
2445,1979-05-14,8.268
2446,1979-05-11,8.352
2447,1979-05-10,8.375
2448,1979-05-09,8.118
2449,1979-05-08,8.284
2450,1979-05-04,8.009
2451,1979-05-03,7.926
2452,1979-05-02,7.886
2453,1979-05-01,8.02
2454,1979-04-30,7.651
2455,1979-04-27,7.57
2456,1979-04-26,7.509
2457,1979-04-25,7.443
2458,1979-04-24,7.446
2459,1979-04-23,7.355
2460,1979-04-20,7.371
2461,1979-04-19,7.52
2462,1979-04-18,7.391
2463,1979-04-17,7.34
2464,1979-04-12,7.386
2465,1979-04-11,7.52
2466,1979-04-10,7.578
2467,1979-04-09,7.491
2468,1979-04-06,7.393
2469,1979-04-05,7.391
2470,1979-04-04,7.331
2471,1979-04-03,7.43
2472,1979-04-02,7.461
2473,1979-03-30,7.453
2474,1979-03-29,7.505
2475,1979-03-28,7.639
2476,1979-03-27,7.726
2477,1979-03-26,7.669
2478,1979-03-23,7.555
2479,1979-03-22,7.581
2480,1979-03-21,7.375
2481,1979-03-20,7.324
2482,1979-03-19,7.354
2483,1979-03-16,7.345
2484,1979-03-15,7.141
2485,1979-03-14,7.163
2486,1979-03-13,7.126
2487,1979-03-12,7.264
2488,1979-03-09,7.247
2489,1979-03-08,7.226
2490,1979-03-07,7.377
2491,1979-03-06,7.392
2492,1979-03-05,7.368
2493,1979-03-02,7.686
2494,1979-03-01,7.624
2495,1979-02-28,7.689
2496,1979-02-27,7.503
2497,1979-02-26,7.751
2498,1979-02-23,7.718
2499,1979-02-22,7.801
2500,1979-02-21,7.85
2501,1979-02-20,7.687
2502,1979-02-19,7.69
2503,1979-02-16,7.35
2504,1979-02-15,7.265
2505,1979-02-14,6.951
2506,1979-02-13,7.118
2507,1979-02-12,7.365
2508,1979-02-09,7.004
2509,1979-02-08,7.515
2510,1979-02-07,7.307
2511,1979-02-06,7.062
2512,1979-02-05,7.078
2513,1979-02-02,6.615
2514,1979-02-01,6.644
2515,1979-01-31,6.711
2516,1979-01-30,6.595
2517,1979-01-29,6.607
2518,1979-01-26,6.548
2519,1979-01-25,6.532
2520,1979-01-24,6.41
2521,1979-01-23,6.276
2522,1979-01-22,6.331
2523,1979-01-19,6.242
2524,1979-01-18,6.209
2525,1979-01-17,6.196
2526,1979-01-16,6.042
2527,1979-01-15,5.942
2528,1979-01-12,5.935
2529,1979-01-11,5.993
2530,1979-01-10,5.98
2531,1979-01-09,6.019
2532,1979-01-08,6.009
2533,1979-01-05,5.984
2534,1979-01-04,5.982
2535,1979-01-03,5.989
2536,1979-01-02,6.083
2537,1980-12-31,15.5
2538,1980-12-30,15.59
2539,1980-12-29,16.208
2540,1980-12-24,16.5
2541,1980-12-23,16.148
2542,1980-12-22,15.91
2543,1980-12-19,15.3
2544,1980-12-18,15.6
2545,1980-12-17,15.11
2546,1980-12-16,14.45
2547,1980-12-15,15.998
2548,1980-12-12,14.3
2549,1980-12-11,14.879
2550,1980-12-10,16.115
2551,1980-12-09,17.2
2552,1980-12-08,17.429
2553,1980-12-05,18.05
2554,1980-12-04,18.622
2555,1980-12-03,18.47
2556,1980-12-02,18.62
2557,1980-12-01,18.902
2558,1980-11-28,18.422
2559,1980-11-27,18.45
2560,1980-11-26,18.569
2561,1980-11-25,17.94
2562,1980-11-24,19.005
2563,1980-11-21,19.26
2564,1980-11-20,19.294
2565,1980-11-19,18.9
2566,1980-11-18,18.405
2567,1980-11-17,18.147
2568,1980-11-14,18.539
2569,1980-11-13,18.32
2570,1980-11-12,18.13
2571,1980-11-11,17.6
2572,1980-11-10,18.551
2573,1980-11-07,17.5
2574,1980-11-06,18.85
2575,1980-11-05,20.1
2576,1980-11-04,19.753
2577,1980-11-03,18.83
2578,1980-10-31,18.875
2579,1980-10-30,19.453
2580,1980-10-29,19.125
2581,1980-10-28,18.64
2582,1980-10-27,18.9
2583,1980-10-24,18.93
2584,1980-10-23,19
2585,1980-10-22,19.9
2586,1980-10-21,19.69
2587,1980-10-20,20.15
2588,1980-10-17,20.6
2589,1980-10-16,21
2590,1980-10-15,21.03
2591,1980-10-14,20.667
2592,1980-10-13,21.26
2593,1980-10-10,21.47
2594,1980-10-09,21.372
2595,1980-10-08,20.7
2596,1980-10-07,20.85
2597,1980-10-06,20.5
2598,1980-10-03,19.91
2599,1980-10-02,21.2
2600,1980-10-01,21.752
2601,1980-09-30,20.501
2602,1980-09-29,21.31
2603,1980-09-26,22.24
2604,1980-09-25,21.4
2605,1980-09-24,23.54
2606,1980-09-23,23.25
2607,1980-09-22,22.92
2608,1980-09-19,20.95
2609,1980-09-18,20.93
2610,1980-09-17,21.75
2611,1980-09-16,19.78
2612,1980-09-15,19.726
2613,1980-09-12,21.65
2614,1980-09-11,19.42
2615,1980-09-10,19.718
2616,1980-09-09,18.75
2617,1980-09-08,18.1
2618,1980-09-05,17.029
2619,1980-09-04,16.282
2620,1980-09-03,16.205
2621,1980-09-02,16.186
2622,1980-09-01,15.99
2623,1980-08-29,16.06
2624,1980-08-28,16.16
2625,1980-08-27,16.065
2626,1980-08-26,16.1
2627,1980-08-22,16.19
2628,1980-08-21,16.225
2629,1980-08-20,15.931
2630,1980-08-19,15.812
2631,1980-08-18,15.481
2632,1980-08-15,15.86
2633,1980-08-14,15.831
2634,1980-08-13,15.8
2635,1980-08-12,15.65
2636,1980-08-11,15.66
2637,1980-08-08,16.162
2638,1980-08-07,16.15
2639,1980-08-06,15.9
2640,1980-08-05,16.07
2641,1980-08-04,15.675
2642,1980-08-01,15.61
2643,1980-07-31,15.78
2644,1980-07-30,16.28
2645,1980-07-29,16.37
2646,1980-07-28,16.37
2647,1980-07-25,16.65
2648,1980-07-24,16.173
2649,1980-07-23,15.96
2650,1980-07-22,15.453
2651,1980-07-21,15.565
2652,1980-07-18,15.361
2653,1980-07-17,15.987
2654,1980-07-16,15.95
2655,1980-07-15,15.5
2656,1980-07-14,15.899
2657,1980-07-11,16.2
2658,1980-07-10,16.49
2659,1980-07-09,17.004
2660,1980-07-08,17.46
2661,1980-07-07,16.8
2662,1980-07-04,16.9
2663,1980-07-03,16.767
2664,1980-07-02,17.294
2665,1980-07-01,17.101
2666,1980-06-30,16.75
2667,1980-06-27,16.26
2668,1980-06-26,16.099
2669,1980-06-25,16.07
2670,1980-06-24,15.47
2671,1980-06-23,15.465
2672,1980-06-20,15.71
2673,1980-06-19,15.5
2674,1980-06-18,15.787
2675,1980-06-17,15.5
2676,1980-06-16,16
2677,1980-06-13,16.15
2678,1980-06-12,15.3
2679,1980-06-11,15.46
2680,1980-06-10,15.6
2681,1980-06-09,17.85
2682,1980-06-06,17.025
2683,1980-06-05,16
2684,1980-06-04,15.15
2685,1980-06-03,14.167
2686,1980-06-02,14.65
2687,1980-05-30,13.7
2688,1980-05-29,13.07
2689,1980-05-28,13.98
2690,1980-05-27,12.3
2691,1980-05-23,11.374
2692,1980-05-22,10.89
2693,1980-05-21,12.001
2694,1980-05-20,12
2695,1980-05-19,12.4
2696,1980-05-16,12.795
2697,1980-05-15,12.772
2698,1980-05-14,13.065
2699,1980-05-13,12.76
2700,1980-05-12,12.74
2701,1980-05-09,13.01
2702,1980-05-08,13.23
2703,1980-05-07,12.7
2704,1980-05-06,13.4
2705,1980-05-02,13.1
2706,1980-05-01,12
2707,1980-04-30,13.834
2708,1980-04-29,13.87
2709,1980-04-28,13.75
2710,1980-04-25,15.52
2711,1980-04-24,14.251
2712,1980-04-23,14
2713,1980-04-22,13.56
2714,1980-04-21,14.2
2715,1980-04-18,14.579
2716,1980-04-17,14.75
2717,1980-04-16,14.75
2718,1980-04-15,14.551
2719,1980-04-14,15.84
2720,1980-04-11,15.62
2721,1980-04-10,15.54
2722,1980-04-09,17.6
2723,1980-04-08,16.62
2724,1980-04-03,14.75
2725,1980-04-02,14.99
2726,1980-04-01,16.99
2727,1980-03-31,13.494
2728,1980-03-28,13.99
2729,1980-03-27,16
2730,1980-03-26,19.65
2731,1980-03-25,21.255
2732,1980-03-24,23.05
2733,1980-03-21,21.03
2734,1980-03-20,22.6
2735,1980-03-19,20.65
2736,1980-03-18,16.6
2737,1980-03-17,19.01
2738,1980-03-14,23.01
2739,1980-03-13,27
2740,1980-03-12,29.65
2741,1980-03-11,28.15
2742,1980-03-10,30.618
2743,1980-03-07,32.45
2744,1980-03-06,35.538
2745,1980-03-05,36.31
2746,1980-03-04,34.64
2747,1980-03-03,34.75
2748,1980-02-29,35.52
2749,1980-02-28,35.01
2750,1980-02-27,33
2751,1980-02-26,33.5
2752,1980-02-25,32.8
2753,1980-02-22,33.2
2754,1980-02-21,33.5
2755,1980-02-20,30
2756,1980-02-19,35.35
2757,1980-02-18,35.75
2758,1980-02-15,36.108
2759,1980-02-14,37.433
2760,1980-02-13,38.86
2761,1980-02-12,39.49
2762,1980-02-11,40.25
2763,1980-02-08,36.8
2764,1980-02-07,38.3
2765,1980-02-06,39.12
2766,1980-02-05,33.755
2767,1980-02-04,34.5
2768,1980-02-01,35.314
2769,1980-01-31,35.28
2770,1980-01-30,37.35
2771,1980-01-29,37
2772,1980-01-28,35.3
2773,1980-01-25,38.3
2774,1980-01-24,41.5
2775,1980-01-23,38.478
2776,1980-01-22,41.55
2777,1980-01-21,49
2778,1980-01-18,49.45
2779,1980-01-17,43.35
2780,1980-01-16,48.012
2781,1980-01-15,44
2782,1980-01-14,39.75
2783,1980-01-11,36.61
2784,1980-01-10,33.955
2785,1980-01-09,33.15
2786,1980-01-08,33.52
2787,1980-01-07,39
2788,1980-01-04,32.75
2789,1980-01-03,37
2790,1980-01-02,39.95
2791,1981-12-31,8.154
2792,1981-12-30,8.052
2793,1981-12-29,8.05
2794,1981-12-24,8.293
2795,1981-12-23,8.3
2796,1981-12-22,8.338
2797,1981-12-21,8.64
2798,1981-12-18,8.77
2799,1981-12-17,8.825
2800,1981-12-16,8.6975
2801,1981-12-15,8.52
2802,1981-12-14,8.7
2803,1981-12-11,8.503
2804,1981-12-10,8.48
2805,1981-12-09,8.635
2806,1981-12-08,8.78
2807,1981-12-07,8.682
2808,1981-12-04,8.75
2809,1981-12-03,8.487
2810,1981-12-02,8.09
2811,1981-12-01,8.068
2812,1981-11-30,8.266
2813,1981-11-27,8.232
2814,1981-11-26,8.196
2815,1981-11-25,8.17
2816,1981-11-24,8.108
2817,1981-11-23,8.03
2818,1981-11-20,8.19
2819,1981-11-19,8.196
2820,1981-11-18,8.17
2821,1981-11-17,8.04
2822,1981-11-16,8.29
2823,1981-11-13,8.67
2824,1981-11-12,8.578
2825,1981-11-11,8.625
2826,1981-11-10,8.89
2827,1981-11-09,9.111
2828,1981-11-06,9.046
2829,1981-11-05,9.069
2830,1981-11-04,9.148
2831,1981-11-03,9.009
2832,1981-11-02,9.168
2833,1981-10-30,9.12
2834,1981-10-29,8.931
2835,1981-10-28,9.151
2836,1981-10-27,8.933
2837,1981-10-26,8.95
2838,1981-10-23,9.08
2839,1981-10-22,9.09
2840,1981-10-21,9.095
2841,1981-10-20,9.23
2842,1981-10-19,9.363
2843,1981-10-16,9.501
2844,1981-10-15,9.691
2845,1981-10-14,9.325
2846,1981-10-13,9.302
2847,1981-10-12,9.4825
2848,1981-10-09,9.492
2849,1981-10-08,9.23
2850,1981-10-07,9.28
2851,1981-10-06,9.039
2852,1981-10-05,9.445
2853,1981-10-02,9.332
2854,1981-10-01,9.32
2855,1981-09-30,8.95
2856,1981-09-29,9.02
2857,1981-09-28,8.769
2858,1981-09-25,9.54
2859,1981-09-24,9.785
2860,1981-09-23,10.172
2861,1981-09-22,10.32
2862,1981-09-21,10.259
2863,1981-09-18,10.06
2864,1981-09-17,11.05
2865,1981-09-16,10.905
2866,1981-09-15,11.03
2867,1981-09-14,11.243
2868,1981-09-11,10.783
2869,1981-09-10,10.923
2870,1981-09-09,10.19
2871,1981-09-08,10.028
2872,1981-09-07,9.85
2873,1981-09-04,9.95
2874,1981-09-03,9.592
2875,1981-09-02,9.397
2876,1981-09-01,9.15
2877,1981-08-28,9.154
2878,1981-08-27,8.885
2879,1981-08-26,8.82
2880,1981-08-25,8.7
2881,1981-08-24,9.49
2882,1981-08-21,9.485
2883,1981-08-20,9.479
2884,1981-08-19,9.72
2885,1981-08-18,9.425
2886,1981-08-17,8.97
2887,1981-08-14,9.31
2888,1981-08-13,8.91
2889,1981-08-12,8.98
2890,1981-08-11,8.552
2891,1981-08-10,8.345
2892,1981-08-07,8.512
2893,1981-08-06,8.421
2894,1981-08-05,8.28
2895,1981-08-04,8.26
2896,1981-08-03,8.24
2897,1981-07-31,8.51
2898,1981-07-30,8.412
2899,1981-07-28,8.345
2900,1981-07-27,8.51
2901,1981-07-24,8.46
2902,1981-07-23,8.615
2903,1981-07-22,8.7
2904,1981-07-21,8.542
2905,1981-07-20,8.875
2906,1981-07-17,8.88
2907,1981-07-16,8.985
2908,1981-07-15,8.68
2909,1981-07-14,8.68
2910,1981-07-13,9.02
2911,1981-07-10,8.92
2912,1981-07-09,8.71
2913,1981-07-08,8.327
2914,1981-07-07,8.473
2915,1981-07-06,8.199
2916,1981-07-03,8.441
2917,1981-07-02,8.311
2918,1981-07-01,8.45
2919,1981-06-30,8.3
2920,1981-06-29,8.586
2921,1981-06-26,9.2
2922,1981-06-25,9.901
2923,1981-06-24,10.11
2924,1981-06-23,10.242
2925,1981-06-22,10.072
2926,1981-06-19,9.91
2927,1981-06-18,9.975
2928,1981-06-17,10.06
2929,1981-06-16,10.15
2930,1981-06-15,10.54
2931,1981-06-12,10.47
2932,1981-06-11,10.15
2933,1981-06-10,10.199
2934,1981-06-09,10.25
2935,1981-06-08,10.101
2936,1981-06-05,9.994
2937,1981-06-04,10.03
2938,1981-06-03,10.499
2939,1981-06-02,10.48
2940,1981-06-01,10.673
2941,1981-05-29,10.585
2942,1981-05-28,10.561
2943,1981-05-27,10.24
2944,1981-05-26,10.335
2945,1981-05-22,10.651
2946,1981-05-21,10.832
2947,1981-05-20,10.95
2948,1981-05-19,10.937
2949,1981-05-18,10.945
2950,1981-05-15,10.905
2951,1981-05-14,10.869
2952,1981-05-13,11.017
2953,1981-05-12,11.1
2954,1981-05-11,11.42
2955,1981-05-08,11.105
2956,1981-05-07,10.91
2957,1981-05-06,10.989
2958,1981-05-05,10.88
2959,1981-05-01,11.13
2960,1981-04-30,11.065
2961,1981-04-29,11.031
2962,1981-04-28,11.179
2963,1981-04-27,11.231
2964,1981-04-24,11.395
2965,1981-04-23,11.35
2966,1981-04-22,11.55
2967,1981-04-21,11.13
2968,1981-04-16,11.11
2969,1981-04-15,11.22
2970,1981-04-14,11.28
2971,1981-04-13,10.95
2972,1981-04-10,11.4
2973,1981-04-09,11.615
2974,1981-04-08,11.96
2975,1981-04-07,11.96
2976,1981-04-06,12.33
2977,1981-04-03,12.18
2978,1981-04-02,12.2
2979,1981-04-01,12.03
2980,1981-03-31,12.33
2981,1981-03-30,12.526
2982,1981-03-27,13.15
2983,1981-03-26,12.885
2984,1981-03-25,13.08
2985,1981-03-24,12.7
2986,1981-03-23,13.312
2987,1981-03-20,12.901
2988,1981-03-19,12.98
2989,1981-03-18,12.855
2990,1981-03-17,12.42
2991,1981-03-16,12.47
2992,1981-03-13,12.143
2993,1981-03-12,11.74
2994,1981-03-11,11.75
2995,1981-03-10,12.135
2996,1981-03-09,11.803
2997,1981-03-06,11.55
2998,1981-03-05,11.26
2999,1981-03-04,11.97
3000,1981-03-03,11.57
3001,1981-03-02,11.6
3002,1981-02-27,12.53
3003,1981-02-26,12.61
3004,1981-02-25,13
3005,1981-02-24,13.019
3006,1981-02-23,13
3007,1981-02-20,13.249
3008,1981-02-19,12.99
3009,1981-02-18,13.169
3010,1981-02-17,13.301
3011,1981-02-16,12.729
3012,1981-02-13,12.685
3013,1981-02-12,13.01
3014,1981-02-11,13.348
3015,1981-02-10,13.865
3016,1981-02-09,13.9
3017,1981-02-06,13.35
3018,1981-02-05,13.202
3019,1981-02-04,13.33
3020,1981-02-03,12.47
3021,1981-02-02,12.855
3022,1981-01-30,13.15
3023,1981-01-29,13.05
3024,1981-01-28,13.475
3025,1981-01-27,13.525
3026,1981-01-26,13.4
3027,1981-01-23,14.21
3028,1981-01-22,14.96
3029,1981-01-21,15.353
3030,1981-01-20,14.97
3031,1981-01-19,14.859
3032,1981-01-16,14.9
3033,1981-01-15,15.148
3034,1981-01-14,15
3035,1981-01-13,14.962
3036,1981-01-12,14.819
3037,1981-01-09,15.63
3038,1981-01-08,15.4
3039,1981-01-07,15.8
3040,1981-01-06,16.303
3041,1981-01-05,15.8
3042,1982-12-31,10.87
3043,1982-12-30,11.055
3044,1982-12-29,11.11
3045,1982-12-24,10.75
3046,1982-12-23,10.628
3047,1982-12-22,10.71
3048,1982-12-21,10.49
3049,1982-12-20,10.376
3050,1982-12-17,10.3
3051,1982-12-16,10.5
3052,1982-12-15,10.318
3053,1982-12-14,10.822
3054,1982-12-13,10.3
3055,1982-12-10,10.435
3056,1982-12-09,10.452
3057,1982-12-08,10.782
3058,1982-12-07,11.06
3059,1982-12-06,10.365
3060,1982-12-03,10.425
3061,1982-12-02,10.131
3062,1982-12-01,10.14
3063,1982-11-30,9.54
3064,1982-11-29,9.532
3065,1982-11-26,9.217
3066,1982-11-25,9.23
3067,1982-11-24,9.014
3068,1982-11-23,9.3
3069,1982-11-22,9.63
3070,1982-11-19,9.83
3071,1982-11-18,9.588
3072,1982-11-17,9.73
3073,1982-11-16,9.48
3074,1982-11-15,9.351
3075,1982-11-12,9.37
3076,1982-11-11,9.76
3077,1982-11-10,10.175
3078,1982-11-09,10.142
3079,1982-11-08,10.225
3080,1982-11-05,10.582
3081,1982-11-04,10.58
3082,1982-11-03,10.45
3083,1982-11-02,10.35
3084,1982-11-01,10.18
3085,1982-10-29,9.87
3086,1982-10-28,9.76
3087,1982-10-27,9.9
3088,1982-10-26,9.95
3089,1982-10-25,10.072
3090,1982-10-22,10.26
3091,1982-10-21,10.463
3092,1982-10-20,9.915
3093,1982-10-19,10.24
3094,1982-10-18,9.582
3095,1982-10-15,9.73
3096,1982-10-14,9.802
3097,1982-10-13,9.365
3098,1982-10-12,9.44
3099,1982-10-11,9.1
3100,1982-10-08,8.905
3101,1982-10-07,8.468
3102,1982-10-06,8.224
3103,1982-10-05,7.975
3104,1982-10-04,8.128
3105,1982-10-01,8.232
3106,1982-09-30,8.193
3107,1982-09-29,8.44
3108,1982-09-28,8.2625
3109,1982-09-27,8.485
3110,1982-09-24,8.911
3111,1982-09-23,8.89
3112,1982-09-22,9.101
3113,1982-09-21,8.713
3114,1982-09-20,8.68
3115,1982-09-17,8.98
3116,1982-09-16,9.16
3117,1982-09-15,8.877
3118,1982-09-14,8.953
3119,1982-09-13,8.78
3120,1982-09-10,8.752
3121,1982-09-09,9.329
3122,1982-09-08,8.88
3123,1982-09-07,9.453
3124,1982-09-06,9.15
3125,1982-09-03,8.8
3126,1982-09-02,7.74
3127,1982-09-01,7.69
3128,1982-08-31,7.73
3129,1982-08-27,8.25
3130,1982-08-26,8.07
3131,1982-08-25,7.858
3132,1982-08-24,8.153
3133,1982-08-23,7.85
3134,1982-08-20,7.452
3135,1982-08-19,6.962
3136,1982-08-18,6.96
3137,1982-08-17,6.342
3138,1982-08-16,6.28
3139,1982-08-13,6.382
3140,1982-08-12,6.247
3141,1982-08-11,6.24
3142,1982-08-10,6.488
3143,1982-08-09,6.575
3144,1982-08-06,6.82
3145,1982-08-05,6.935
3146,1982-08-04,6.81
3147,1982-08-03,7.085
3148,1982-08-02,6.888
3149,1982-07-30,6.635
3150,1982-07-29,6.7
3151,1982-07-28,6.99
3152,1982-07-27,7.21
3153,1982-07-26,7.12
3154,1982-07-23,7.145
3155,1982-07-22,6.965
3156,1982-07-21,7.048
3157,1982-07-20,6.415
3158,1982-07-19,6.552
3159,1982-07-16,6.385
3160,1982-07-15,6.482
3161,1982-07-14,6.62
3162,1982-07-13,6.24
3163,1982-07-12,6.306
3164,1982-07-09,6.237
3165,1982-07-08,5.735
3166,1982-07-07,5.531
3167,1982-07-06,5.86
3168,1982-07-05,5.965
3169,1982-07-02,5.875
3170,1982-07-01,5.712
3171,1982-06-30,5.73
3172,1982-06-29,5.36
3173,1982-06-28,5.1
3174,1982-06-25,5.123
3175,1982-06-24,5.225
3176,1982-06-23,5.045
3177,1982-06-22,5.006
3178,1982-06-21,4.901
3179,1982-06-18,5.14
3180,1982-06-17,5.318
3181,1982-06-16,5.445
3182,1982-06-15,5.51
3183,1982-06-14,5.815
3184,1982-06-11,5.947
3185,1982-06-10,5.882
3186,1982-06-09,5.918
3187,1982-06-08,6.085
3188,1982-06-07,5.92
3189,1982-06-04,5.924
3190,1982-06-03,6.065
3191,1982-06-02,5.97
3192,1982-06-01,6.096
3193,1982-05-28,6.356
3194,1982-05-27,6.395
3195,1982-05-26,6.598
3196,1982-05-25,6.486
3197,1982-05-24,6.568
3198,1982-05-21,6.7
3199,1982-05-20,6.71
3200,1982-05-19,6.76
3201,1982-05-18,6.693
3202,1982-05-17,6.76
3203,1982-05-14,6.65
3204,1982-05-13,6.65
3205,1982-05-12,6.69
3206,1982-05-11,6.676
3207,1982-05-10,6.697
3208,1982-05-07,6.86
3209,1982-05-06,6.8
3210,1982-05-05,6.82
3211,1982-05-04,6.898
3212,1982-04-30,7.06
3213,1982-04-29,7.015
3214,1982-04-28,7.212
3215,1982-04-27,7.169
3216,1982-04-26,7.391
3217,1982-04-23,7.205
3218,1982-04-22,7.18
3219,1982-04-21,7.202
3220,1982-04-20,7.191
3221,1982-04-19,7.475
3222,1982-04-16,7.515
3223,1982-04-15,7.485
3224,1982-04-14,7.608
3225,1982-04-13,7.39
3226,1982-04-08,7.41
3227,1982-04-07,7.475
3228,1982-04-06,7.376
3229,1982-04-05,7.28
3230,1982-04-02,7.11
3231,1982-04-01,7.11
3232,1982-03-31,7.06
3233,1982-03-30,7.083
3234,1982-03-29,7.01
3235,1982-03-26,7.059
3236,1982-03-25,7.06
3237,1982-03-24,7.285
3238,1982-03-23,7.211
3239,1982-03-22,7.065
